Time,Energy,Searching
1420,223.271,3
1421,197.9136,3
1422,172.1811,3
1423,144.7046,3
1424,118.7911,3
1425,93.72458,3
1426,68.01808,3
1427,40.37659,3
1428,14.44884,3
1429,-10.74092,3
1430,-34.18416,3
1431,-55.55019,3
1432,-80.76102,3
1433,-108.3788,3
1434,-135.9978,3
1435,-163.0563,3
1436,-189.6418,3
1437,-215.268,3
1438,-250.3868,3
1439,-277.0081,3
1440,-303.8175,3
1441,-326.6739,2
1442,-347.9011,2
1443,-367.9155,2
1444,-389.0955,2
1445,-410.8481,2
1446,-431.993,2
1447,-453.4793,2
1448,-474.0409,2
1449,-495.2589,2
1450,-516.0014,2
1451,-537.2372,2
1452,-557.1778,2
1453,-576.2443,2
1454,-594.7723,2
1455,-614.1233,2
1456,-632.4628,2
1457,-651.5203,2
1458,-670.9565,2
1459,-690.1703,2
1460,-708.4267,2
1461,-727.5529,2
1462,-746.34,2
1463,-766.6655,2
1464,-785.5704,2
1465,-805.6396,2
1466,-824.9102,2
1467,-843.5398,2
1468,-863.5047,2
1469,-881.5745,2
1470,-898.4546,2
1471,-916.8452,2
1472,-935.8607,2
1473,-954.3148,2
1474,-972.3393,2
1475,-991.244,2
1476,-1011.139,2
1477,-1030.423,2
1478,-1050.789,2
1479,-1070.26,2
1480,-1087.415,1
1481,-1100.456,1
1482,-1113.804,1
1483,-1128.022,1
1484,-1142.21,1
1485,-1155.427,1
1486,-1168.924,1
1487,-1182.023,1
1488,-1195.288,1
1489,-1209.526,1
1490,-1223.369,1
1491,-1237.485,1
1492,-1249.829,1
1493,-1261.057,1
1494,-1274.009,1
1495,-1288.24,1
1496,-1301.672,1
1497,-1316.171,1
1498,-1330.155,1
1499,-1343.516,1
1500,-1357.584,1
1501,-1369.428,1
1502,-1380.458,1
1503,-1391.921,1
1504,-1403.083,1
1505,-1415.635,1
1506,-1427.396,1
1507,-1438.697,1
1508,-1450.396,1
1509,-1465.303,2
1510,-1482.47,2
1511,-1499.951,2
1512,-1517.009,2
1513,-1533.078,2
1514,-1550.203,2
1515,-1567.554,2
1516,-1583.828,2
1517,-1600.312,2
1518,-1617.282,2
1519,-1635.937,2
1520,-1655.286,2
1521,-1674.525,2
1522,-1693.023,2
1523,-1711.164,2
1524,-1729.549,2
1525,-1749.13,2
1526,-1767.842,2
1527,-1787.245,2
1528,-1805.619,2
1529,-1825.425,2
1530,-1844.23,2
1531,-1864.14,2
1532,-1883.003,2
1533,-1901.364,2
1534,-1919.428,2
1535,-1937.683,2
1536,-1956.244,2
1537,-1974.871,2
1538,-1994.029,2
1539,-2013.308,2
1540,-2031.327,2
1541,-2048.979,1
1542,-2062.015,1
1543,-2075.49,1
1544,-2089.779,1
1545,-2103.529,1
1546,-2117.823,1
1547,-2131.139,1
1548,-2145.943,1
1549,-2160.225,1
1550,-2174.438,1
1551,-2190.001,1
1552,-2204.167,1
1553,-2222.613,1
1554,-2239.902,1
1555,-2258.789,1
1556,-2276.404,1
1557,-2293.644,1
1558,-2310.998,1
1559,-2328.374,1
1560,-2346.685,1
1561,-2363.747,1
1562,-2382.135,1
1563,-2401.863,1
1564,-2420.376,1
1565,-2438.848,1
1566,-2455.88,1
1567,-2474.246,1
1568,-2493.379,1
1569,-2512.896,1
1570,-2531.644,1
1571,-2549.521,1
1572,-2567.177,1
1573,-2585.636,1
1574,-2603.506,1
1575,-2621.435,1
1576,-2639.106,1
1577,-2657.334,1
1578,-2674.758,1
1579,-2693.222,1
1580,-2710.921,1
1581,-2728.656,1
1582,-2746.047,1
1583,-2764.288,1
1584,-780.8691,0
1585,-786.9923,0
1586,-793.2646,0
1587,-799.4684,0
1588,-805.7849,0
1589,-812.0439,0
1590,-818.5967,0
1591,-825.0931,0
1592,-831.5623,0
1593,-838.0377,0
1594,-847.8734,1
1595,-859.2045,1
1596,-870.736,1
1597,-882.031,1
1598,-893.7386,1
1599,-905.289,1
1600,-916.7854,1
1601,-929.683,1
1602,-942.7358,1
1603,-956.4459,1
1604,-969.7501,1
1605,-983.8268,1
1606,-997.3511,1
1607,-1011.368,1
1608,-1024.938,1
1609,-1038.193,1
1610,-1051.574,1
1611,-1065.694,1
1612,-1079.35,1
1613,-1092.894,1
1614,-1106.432,1
1615,-1119.716,1
1616,-1133.685,1
1617,-1150.681,1
1618,-1167.979,1
1619,-1188.384,1
1620,-1206.676,1
1621,-1224.005,1
1622,-1242.629,1
1623,-1260.651,1
1624,-1279.165,2
1625,-1303.158,2
1626,-1325.33,2
1627,-1348.839,2
1628,-1370.84,2
1629,-1393.663,2
1630,-1416.697,2
1631,-1439.162,2
1632,-1463.814,2
1633,-1486.788,2
1634,491.1906,3
1635,468.0908,3
1636,444.5383,3
1637,419.1185,3
1638,395.298,3
1639,369.0824,3
1640,345.4699,3
1641,320.7785,3
1642,295.834,3
1643,270.6165,3
1644,241.8078,3
1645,214.1781,3
1646,185.189,3
1647,155.2012,3
1648,125.9532,3
1649,96.8947,3
1650,68.65647,3
1651,39.87691,3
1652,11.35897,3
1653,-17.48189,3
1654,-50.75526,4
1655,-83.95909,4
1656,-116.2436,4
1657,-148.8839,4
1658,-183.5789,4
1659,-215.9898,4
1660,-249.963,4
1661,-283.5812,4
1662,-319.8169,4
1663,-355.9776,4
1664,-390.0102,4
1665,-426.5313,4
1666,-463.357,4
1667,-504.6326,4
1668,-546.3645,4
1669,-585.7906,4
1670,-637.9186,4
1671,-679.5924,4
1672,-719.4932,4
1673,-761.6276,4
1674,-801.7606,4
1675,-844.625,4
1676,-884.1879,4
1677,-927.0565,4
1678,-966.7704,4
1679,1000.251,4
1680,966.4435,4
1681,932.0428,4
1682,896.5606,4
1683,863.2628,4
1684,829.0052,4
1685,794.1329,4
1686,760.1569,4
1687,727.9125,4
1688,689.4637,5
1689,649.2328,5
1690,606.194,5
1691,566.9772,5
1692,527.3508,5
1693,485.6481,5
1694,444.7409,5
1695,399.4707,5
1696,355.9499,5
1697,312.7152,5
1698,267.1808,5
1699,218.3257,5
1700,172.3222,5
1701,121.6211,5
1702,71.25455,5
1703,17.43148,5
1704,-35.21363,5
1705,-85.64099,5
1706,-137.6775,5
1707,-188.0632,5
1708,-239.4873,5
1709,-293.1158,5
1710,-342.3026,5
1711,-394.8423,5
1712,-444.8874,5
1713,-500.0558,5
1714,-556.4181,5
1715,-612.3161,5
1716,-665.385,5
1717,1289.133,4
1718,1247.012,4
1719,1199.488,4
1720,1149.453,4
1721,1105.381,4
1722,3059.902,3
1723,3023.378,3
1724,2989.113,3
1725,2952.384,3
1726,2917.911,3
1727,2881.358,3
1728,2846.74,3
1729,2811.574,3
1730,2777.106,3
1731,2743.817,3
1732,2708.165,3
1733,2672.846,3
1734,2638.083,3
1735,2600.991,3
1736,2566.288,3
1737,2530.555,3
1738,2493.932,3
1739,2458.734,3
1740,2422.432,3
1741,2388.415,3
1742,2351.984,3
1743,2318.035,3
1744,2281.887,3
1745,6258.805,3
1746,6235.863,3
1747,6213.094,3
1748,6191.686,2
1749,6175.251,2
1750,6158.358,2
1751,6140.946,2
1752,6123.062,2
1753,6106.899,2
1754,6088.722,2
1755,6072.242,2
1756,6054.919,2
1757,6036.374,2
1758,6016.711,2
1759,5996.542,2
1760,5965.411,2
1761,5945.344,2
1762,5924.909,2
1763,5904.083,2
1764,5882.403,2
1765,5861.124,2
1766,5840.252,2
1767,5819.656,2
1768,5798.92,2
1769,5775.745,2
1770,5749.826,2
1771,5723.744,2
1772,5698.679,2
1773,5672.998,2
1774,5646.487,2
1775,5622.326,2
1776,5598.165,2
1777,5573.974,2
1778,5549.946,2
1779,5525.039,2
1780,5497.673,2
1781,5473.247,2
1782,5446.768,2
1783,5417.662,2
1784,5387.387,2
1785,5355.639,2
1786,5325.195,2
1787,5296.852,2
1788,7272.25,2
1789,7245.533,2
1790,7222.741,2
1791,7198.819,2
1792,7176.146,2
1793,7153.19,2
1794,7131.148,2
1795,7106.325,2
1796,7082.532,2
1797,7058.136,2
1798,7033.476,2
1799,7008.049,2
1800,6983.884,2
1801,6958.796,2
1802,6934.196,2
1803,6909.504,2
1804,6883.392,2
1805,6858.066,2
1806,6833.83,2
1807,6808.665,2
1808,6784.329,2
1809,6758.823,2
1810,6732.695,2
1811,8718.334,1
1812,8704.062,1
1813,8690.698,1
1814,8675.997,1
1815,8662.684,1
1816,8648.601,1
1817,8635.077,1
1818,8621.557,1
1819,8608.226,1
1820,8594.677,1
1821,8581.556,1
1822,8559.955,2
1823,8541.056,2
1824,8522.396,2
1825,8504.047,2
1826,8485.158,2
1827,8466.427,2
1828,8447.645,2
1829,8429.303,2
1830,8408.188,2
1831,8385.737,2
1832,8365.245,2
1833,8344.121,2
1834,8323.012,2
1835,8302.102,2
1836,8281.827,2
1837,8259.332,2
1838,8238.677,2
1839,8217.665,2
1840,8197.454,2
1841,8176.895,2
1842,8156.854,2
1843,8135.394,2
1844,8114.404,2
1845,8094.063,2
1846,8072.925,2
1847,8051.387,2
1848,8030.996,2
1849,8009.399,2
1850,7986.596,2
1851,7966.538,2
1852,7945.437,2
1853,7915.845,2
1854,7894.461,2
1855,7872.313,2
1856,7851.315,2
1857,7831.093,2
1858,7809.291,2
1859,7788.111,2
1860,7766.34,2
1861,7744.867,2
1862,7724.226,2
1863,7703.096,2
1864,7682.542,2
1865,7661.376,2
1866,7641.163,2
1867,7619.838,2
1868,7599.41,2
1869,7577.346,2
1870,7552.962,2
1871,7527.752,2
1872,7501.134,2
1873,7474.513,2
1874,7449.33,2
1875,7425.103,2
1876,7400.604,2
1877,7371.203,2
1878,7341.507,2
1879,7311.116,2
1880,7281.05,2
1881,7253.043,2
1882,7224.107,2
1883,7195.548,2
1884,7166.67,2
1885,7126.924,2
1886,7096.306,2
1887,7067.514,2
1888,7038.502,2
1889,7008.213,2
1890,6979.014,2
1891,6950.584,2
1892,6920.176,2
1893,8891.547,2
1894,8872.916,1
1895,8854.13,1
1896,8836.427,1
1897,8818.103,1
1898,8799.887,1
1899,8781.535,1
1900,8763.473,1
1901,8746.442,1
1902,8729.183,1
1903,8711.431,1
1904,8693.862,1
1905,8672.086,2
1906,8649.135,2
1907,8625.17,2
1908,8601.555,2
1909,8577.672,2
1910,8553.74,2
1911,8530.881,2
1912,8506.794,2
1913,8483.558,2
1914,8460.575,2
1915,8434.928,2
1916,8408.474,2
1917,8382.533,2
1918,8358.527,2
1919,8334.486,2
1920,10313.77,2
1921,10294.03,2
1922,10274.85,2
1923,10256.23,2
1924,10237.41,2
1925,10218.6,2
1926,10199.43,2
1927,10181.26,2
1928,10160.43,2
1929,10138.2,2
1930,10116.79,2
1931,10091.97,2
1932,10066.34,2
1933,10040.89,2
1934,10015.18,2
1935,9984.567,2
1936,9953.455,2
1937,9923.334,2
1938,9894.653,2
1939,9866.379,2
1940,9836.688,2
1941,9808.332,2
1942,9777.384,2
1943,9746.926,3
1944,9710.604,3
1945,9670.408,3
1946,11638.95,3
1947,11611.26,3
1948,11583.43,3
1949,11553.86,3
1950,13535.17,2
1951,13519.03,2
1952,13500.9,2
1953,13482.81,2
1954,13456.45,2
1955,13437.26,2
1956,13416.26,2
1957,13394.37,2
1958,13372.81,2
1959,13350.24,2
1960,13325.06,2
1961,13299.49,2
1962,13275.44,2
1963,15255.25,2
1964,15237.18,2
1965,15218.35,2
1966,15198.41,2
1967,15179.82,2
1968,15160.87,2
1969,15138.82,3
1970,15114.74,3
1971,15087.29,3
1972,15060.33,3
1973,15034.31,3
1974,15006.69,3
1975,14976.24,3
1976,14944.67,3
1977,14914.19,3
1978,14818.49,3
1979,14565.25,3
1980,14518.53,3
1981,14486.65,3
1982,14453.9,3
1983,14421.46,3
1984,14389.77,3
1985,14353.62,4
1986,14316.79,4
1987,14276.69,4
1988,16245.76,4
1989,16212.29,4
1990,16179.21,4
1991,16144.94,4
1992,16113.83,4
1993,16078.74,4
1994,16043.5,4
1995,16009.48,4
1996,15976.4,4
1997,15941.8,4
1998,15898.94,4
1999,15864.53,4
2000,15828.02,4
2001,15792.07,4
2002,15753.44,4
2003,15716.09,4
2004,15679.39,4
2005,15644.26,4
2006,15607.54,4
2007,15570.64,4
2008,15523.46,4
2009,15488.37,4
2010,15452.4,4
2011,15416.33,4
2012,15378.18,4
2013,15341.71,4
2014,15305.66,4
2015,15267.62,4
2016,15231.46,4
2017,15195.27,4
2018,15162.87,4
2019,15128.58,4
2020,15093.44,4
2021,15058.45,4
2022,15023.18,4
2023,14985.08,4
2024,14950.75,4
2025,14909.6,4
2026,14869.72,4
2027,14828.73,4
2028,14787.84,4
2029,14746.88,4
2030,14704.84,4
2031,14663.11,4
2032,14623.71,4
2033,14581.81,4
2034,14542.71,4
2035,14494.21,4
2036,14452.58,4
2037,14413.32,4
2038,14370.06,4
2039,14322.32,4
2040,14275.84,4
2041,14233.73,4
2042,14186.58,4
2043,14141.52,4
2044,14096.92,4
2045,14051.51,4
2046,14007.8,4
2047,13962.69,4
2048,13919.09,4
2049,15884.54,3
2050,15850.09,3
2051,15817.82,3
2052,15786.82,3
2053,15763.66,3
2054,15736.87,3
2055,15707.64,3
2056,15677.26,3
2057,15643.02,3
2058,15611.31,3
2059,15577.29,3
2060,15543.44,3
2061,15511.36,3
2062,15477.57,3
2063,15446.09,3
2064,15412.18,3
2065,15360.79,3
2066,15326.31,3
2067,15292.65,3
2068,15260.64,3
2069,15227.03,3
2070,15194.51,3
2071,15158.17,4
2072,15121.41,4
2073,15085.77,4
2074,15051.53,4
2075,15014.48,4
2076,16975.29,4
2077,16944.6,4
2078,16912.55,4
2079,16878.96,4
2080,16845.3,4
2081,16807.51,4
2082,16767.28,4
2083,16728.75,4
2084,16688.81,4
2085,16650.38,4
2086,16609.24,4
2087,16568.51,4
2088,16526.73,4
2089,16486.79,4
2090,16453.26,4
2091,16418.39,4
2092,16377.91,4
2093,16338.34,5
2094,16295.16,5
2095,16247.76,5
2096,16202.37,5
2097,16155.84,5
2098,16110.51,5
2099,16062.79,5
2100,16016.69,5
2101,17980.5,4
2102,17944.35,4
2103,17905.65,4
2104,17864.8,4
2105,17824.68,4
2106,17782.46,4
2107,17741.71,4
2108,17701.36,4
2109,17659.63,4
2110,17619.68,4
2111,17581.56,4
2112,17541.04,4
2113,17501.94,4
2114,17460.85,4
2115,17421.08,4
2116,17380.28,4
2117,17341.95,4
2118,17301.85,4
2119,17263.21,4
2120,17222.52,4
2121,19168.81,4
2122,19132.24,3
2123,19097.98,3
2124,19065.33,3
2125,19027.99,3
2126,18991.04,3
2127,18953.14,3
2128,18916.24,3
2129,18877.3,3
2130,20841.19,2
2131,20816.55,2
2132,20790.96,2
2133,20764.74,2
2134,20739.38,2
2135,20713.02,2
2136,20687.54,2
2137,20662.67,2
2138,20637.51,2
2139,20613.18,2
2140,20587.7,2
2141,20562.86,2
2142,20537.8,2
2143,20513.54,2
2144,20487.89,2
2145,20461.69,2
2146,20435.85,2
2147,22409.7,1
2148,22390.79,2
2149,22368.64,2
2150,22349.12,2
2151,22330,2
2152,22311.58,2
2153,22293.15,2
2154,22274.14,2
2155,22251.59,2
2156,22228.73,2
2157,22203.09,2
2158,22176.7,2
2159,22150.36,2
2160,22124.34,2
2161,22100.23,2
2162,22075.41,2
2163,22044.65,2
2164,22018.82,2
2165,21994,2
2166,23973.22,2
2167,23954.1,2
2168,23934.62,2
2169,23915.99,2
2170,23897.01,2
2171,23878.6,2
2172,23858.92,2
2173,23840.49,2
2174,23821.55,2
2175,23801.75,2
2176,23781.21,2
2177,23753.95,2
2178,23732.87,2
2179,23706.72,2
2180,23677.32,2
2181,23646.84,2
2182,23617.18,2
2183,23587.13,2
2184,23558.01,2
2185,23513.81,2
2186,23482.92,2
2187,23454.35,2
2188,25427.19,2
2189,25403.23,2
2190,25364.83,2
2191,25342.23,2
2192,25318.14,2
2193,25294.67,2
2194,25272.35,2
2195,25248.12,2
2196,25223.9,2
2197,25199.29,2
2198,25175.23,2
2199,25150.03,3
2200,25120.61,3
2201,25090.11,3
2202,25059.18,3
2203,25029.88,3
2204,26981.27,3
2205,26954.88,4
2206,26924.07,4
2207,26894.48,4
2208,26863.97,4
2209,26832.02,4
2210,26799.13,4
2211,26765.55,4
2212,26730.78,4
2213,26695.36,4
2214,26658.86,4
2215,26622.2,4
2216,26581.86,4
2217,26544.68,4
2218,26507.13,4
2219,26471.26,4
2220,26437.18,4
2221,26401.18,4
2222,26365.48,4
2223,26330.52,4
2224,26293.03,4
2225,26257.5,4
2226,26220.97,4
2227,26186.4,4
2228,26150.69,4
2229,26115.81,4
2230,26079.82,4
2231,26045.36,4
2232,25997.09,4
2233,25959.9,4
2234,25925.28,4
2235,25889.7,4
2236,25854.79,4
2237,25818.98,4
2238,25781.95,4
2239,25746.64,4
2240,25712.14,4
2241,25677.2,4
2242,25640.09,4
2243,25600.49,4
2244,25554.25,4
2245,25513.98,4
2246,25473.27,4
2247,27437.24,4
2248,27404.13,4
2249,27369.63,4
2250,27335.5,4
2251,27302.39,4
2252,27267.46,4
2253,27233.49,4
2254,27197.28,4
2255,27161.1,4
2256,27123.38,4
2257,27086.98,4
2258,27052.79,4
2259,27017.72,4
2260,26975.49,4
2261,26943.42,4
2262,26905.4,4
2263,26868.04,4
2264,26830.51,4
2265,26793.43,4
2266,26757.83,4
2267,26723.45,4
2268,26686.94,4
2269,26649.55,4
2270,26614.14,4
2271,26577.78,4
2272,26541.96,4
2273,26506.95,4
2274,26467.17,4
2275,26418.1,4
2276,26381.29,4
2277,26346.62,4
2278,26310.55,4
2279,26276.3,4
2280,26237.18,4
2281,26197.18,4
2282,26155.63,4
2283,26116.38,4
2284,26078.06,4
2285,26037.23,4
2286,25996.91,4
2287,25956.43,4
2288,25918.31,4
2289,25877.43,4
2290,25838.99,4
2291,25800.09,4
2292,25769.21,4
2293,25737.06,4
2294,25700.36,4
2295,25658.6,4
2296,25614.07,4
2297,25567.82,4
2298,25522.89,4
2299,25476.7,4
2300,25431.49,4
2301,25386.42,4
2302,25336.79,4
2303,25293.27,4
2304,25249.1,4
2305,25207.07,4
2306,25164.02,4
2307,25118.77,4
2308,25074.38,4
2309,25027.93,4
2310,24983.18,4
2311,24938.81,4
2312,24895.27,4
2313,24850.2,4
2314,24804.29,4
2315,24761.15,4
2316,24710.7,4
2317,24665.46,4
2318,24621.99,4
2319,24577.86,4
2320,24535.35,4
2321,24490,4
2322,24447.88,4
2323,24404.13,4
2324,24361.95,4
2325,24319.04,4
2326,24275.87,4
2327,26232.81,5
2328,26185.39,5
2329,26142.99,5
2330,26081.4,5
2331,26038.01,5
2332,27999.06,4
2333,27962.95,4
2334,27925.47,4
2335,27887.23,4
2336,27846.33,4
2337,27800.48,4
2338,27761.01,4
2339,27720.63,4
2340,27682.63,4
2341,27642.26,4
2342,27603.88,4
2343,27564.17,4
2344,27518.01,4
2345,27476.99,4
2346,27438.59,4
2347,27398.73,4
2348,27360.59,4
2349,27319.7,4
2350,27278.46,4
2351,27240.43,4
2352,27200.43,4
2353,27159.63,4
2354,27120.06,4
2355,27079.76,4
2356,27041.97,4
2357,27000.93,4
2358,26948.57,4
2359,26908.27,4
2360,26868.44,4
2361,26830.43,4
2362,26788.82,4
2363,26747.25,4
2364,26705.4,4
2365,26665.18,4
2366,26620.28,5
2367,26571.33,5
2368,26513.87,5
2369,26453.68,5
2370,26397.67,5
2371,28335.84,4
2372,28281.82,4
2373,30239.27,3
2374,30205.38,3
2375,30168.29,3
2376,30131.96,3
2377,30093.4,3
2378,30056.34,3
2379,30018.37,3
2380,29979.79,3
2381,29941.69,3
2382,29904.12,3
2383,29867.73,3
2384,29831.24,3
2385,29795.48,3
2386,29754.33,3
2387,29716.19,3
2388,29680.78,3
2389,29645.21,3
2390,29607.43,3
2391,29571.69,3
2392,29534.56,3
2393,29499.32,3
2394,29463.4,3
2395,29428.18,3
2396,29390.92,3
2397,29352.88,3
2398,29317.05,3
2399,31278.93,3
2400,31236.16,3
2401,31204.8,3
2402,31162.91,3
2403,31133.71,3
2404,31102.36,3
2405,31072.09,3
2406,33042.54,3
2407,33018.8,3
2408,32993.76,3
2409,32966.5,3
2410,32933.02,4
2411,32897.3,4
2412,32863.21,4
2413,32827.91,4
2414,32791.1,4
2415,32755.14,4
2416,32716.22,4
2417,32677.49,4
2418,32635.58,4
2419,32593.95,4
2420,32552.98,4
2421,32516.9,4
2422,32480.8,5
2423,32441.72,5
2424,32396.33,5
2425,32349.81,5
2426,32304.05,5
2427,32258.01,5
2428,32214.09,5
2429,32165.68,5
2430,32109.65,5
2431,34059.33,5
2432,34005.98,5
2433,33957.53,5
2434,33904.98,5
2435,33854.3,5
2436,35805.79,4
2437,35767.29,4
2438,35727.49,4
2439,35687.76,4
2440,35649.66,4
2441,35611.43,4
2442,35571.55,4
2443,35533.59,4
2444,35495.29,4
2445,35455.01,4
2446,37423.92,3
2447,37394.41,3
2448,37365.16,3
2449,37335.98,3
2450,37307.86,3
2451,37278.6,3
2452,37250.46,3
2453,37221.62,3
2454,37194.29,3
2455,37164.79,3
2456,37135.36,3
2457,37107.13,3
2458,37077.7,3
2459,37049.61,3
2460,37022.22,3
2461,36993.36,3
2462,36966.36,3
2463,36938.59,3
2464,36908.21,3
2465,36880.92,3
2466,36848.77,4
2467,36811.3,4
2468,36768.17,4
2469,36731.51,4
2470,36690.2,4
2471,36651.91,4
2472,36610.64,4
2473,36572.97,4
2474,36534.04,4
2475,36497.42,4
2476,36456.94,4
2477,36415.74,4
2478,36375.51,4
2479,36335.48,4
2480,36296.92,4
2481,36256.53,4
2482,36216.91,4
2483,36175.1,4
2484,36129.63,4
2485,36088.26,4
2486,36049.79,4
2487,36010.42,4
2488,35970.42,4
2489,35929.85,4
2490,35891.54,4
2491,35850.43,4
2492,35811.59,4
2493,35770.46,4
2494,35726.94,4
2495,35682.12,4
2496,37638.88,4
2497,37601.1,4
2498,37555.23,4
2499,37515.21,4
2500,37475.35,4
2501,37437.88,4
2502,37398.15,5
2503,37353.68,5
2504,37315.33,5
2505,37272.64,5
2506,37225.47,5
2507,37182.16,5
2508,37136.07,5
2509,37088.13,5
2510,37044.25,5
2511,36999.67,5
2512,36950.02,5
2513,36901.98,5
2514,36855.3,5
2515,36807.59,5
2516,36759.58,5
2517,36713.61,5
2518,36665.04,5
2519,36618.68,5
2520,36570.46,5
2521,36524.06,5
2522,36475.27,5
2523,36425.51,6
2524,36373.09,6
2525,36322.3,6
2526,36255.41,6
2527,36202.64,6
2528,36146.41,6
2529,36085.28,6
2530,36025.79,6
2531,35968.96,6
2532,35909.73,6
2533,37854.63,5
2534,37804.63,5
2535,37758.05,5
2536,37708.81,5
2537,37663.2,5
2538,37611.29,5
2539,37561.72,5
2540,37506.57,5
2541,37465.03,5
2542,37422.89,5
2543,37373.73,5
2544,37321.89,5
2545,37269,5
2546,37214.59,5
2547,37160.73,5
2548,37107.72,5
2549,37056.25,5
2550,37002.57,5
2551,36951.7,5
2552,36894.39,5
2553,36845.26,5
2554,38794.25,5
2555,38751.32,5
2556,38700.09,5
2557,38648.08,5
2558,38595.42,5
2559,38547.27,5
2560,38495.18,5
2561,38446.75,5
2562,38394.73,5
2563,38340.85,5
2564,38289.09,5
2565,40240.77,5
2566,40197.38,5
2567,40152.24,5
2568,40103.78,5
2569,40059.34,5
2570,40013.56,5
2571,39969.22,5
2572,39924.11,5
2573,39876.17,5
2574,39819.74,5
2575,39771.69,5
2576,39726.05,5
2577,39679.88,5
2578,39633.43,5
2579,39590.75,5
2580,39544.14,5
2581,39492.57,5
2582,39446.62,5
2583,39400.43,5
2584,39353.6,5
2585,39304.34,5
2586,39257.82,5
2587,39211.54,5
2588,39165.04,5
2589,41121.25,5
2590,41077.67,5
2591,41036.27,5
2592,40992.77,5
2593,40949.09,5
2594,40905.74,5
2595,40862.5,5
2596,42802.67,5
2597,42759.74,5
2598,42718.13,5
2599,42674.68,5
2600,42633.49,5
2601,42589.39,5
2602,42546.14,5
2603,42505.31,5
2604,42463.48,5
2605,42422.86,5
2606,42378.89,5
2607,42333.1,5
2608,42291.28,5
2609,42246.16,5
2610,42203.73,5
2611,42161.42,5
2612,42120.08,5
2613,42075.82,5
2614,42032.45,5
2615,41989.22,5
2616,41948.12,5
2617,41903.98,5
2618,41864.92,5
2619,41824.58,5
2620,41785.16,5
2621,41743.96,5
2622,41700.68,5
2623,41658.52,5
2624,41594.56,5
2625,41551.37,5
2626,41507.63,5
2627,41460.21,5
2628,41416.18,5
2629,41369.35,5
2630,41320.51,5
2631,41273.06,5
2632,41219.83,5
2633,41165.03,5
2634,41112.4,5
2635,41055.96,5
2636,41003.82,5
2637,40953.32,5
2638,40900.09,5
2639,40848.16,5
2640,40798.38,5
2641,40745.36,5
2642,40695.04,5
2643,40642.44,5
2644,40589.05,5
2645,40539.85,5
2646,40485.27,5
2647,40435.39,5
2648,40385.7,5
2649,40336.25,5
2650,42282.44,5
2651,42240.84,5
2652,42174.61,5
2653,42126.88,5
2654,42075.67,5
2655,42024.82,5
2656,41970.82,5
2657,41917.63,5
2658,41863.05,5
2659,41810.04,5
2660,41752.83,5
2661,41698.17,5
2662,41642.38,5
2663,41589.95,5
2664,41537.55,5
2665,43484.6,4
2666,43434.65,4
2667,43390.71,4
2668,43348.43,4
2669,43305.22,4
2670,43263.94,4
2671,43220.12,4
2672,43178.61,4
2673,43135.49,4
2674,43094.36,4
2675,43048.52,5
2676,43000.98,4
2677,42959.94,4
2678,42918.11,4
2679,42877.04,4
2680,42824.81,4
2681,42779.32,4
2682,42731.77,4
2683,42680.72,4
2684,42627.34,4
2685,42574.6,4
2686,42523.61,4
2687,44479.63,4
2688,44437.97,4
2689,44393.23,4
2690,44345.41,4
2691,44296.68,4
2692,44248.69,4
2693,46209.27,3
2694,46175,3
2695,46142,3
2696,46105.93,3
2697,46067.46,3
2698,48029.56,3
2699,48008.73,3
2700,47983.39,3
2701,47953.46,3
2702,47922,3
2703,47892.03,3
2704,47859.13,4
2705,47824.26,4
2706,49789.17,4
2707,49760.25,4
2708,49729.46,4
2709,49698.82,4
2710,49668.52,4
2711,49635.52,4
2712,49605.5,4
2713,49573.11,4
2714,49539.35,4
2715,49502.66,4
2716,49463.46,4
2717,49428.27,4
2718,49390.78,4
2719,49353.39,4
2720,49319.38,4
2721,49278.75,4
2722,49236.2,4
2723,49194.4,4
2724,49152.08,4
2725,49113.14,4
2726,49073.54,4
2727,49032.53,4
2728,48991.54,4
2729,48950.19,4
2730,48911.34,4
2731,48871.62,4
2732,48830.96,4
2733,48791.59,4
2734,50755.46,3
2735,50728.14,3
2736,50693.85,3
2737,50664.97,3
2738,50635.8,3
2739,50607.84,3
2740,50574.53,3
2741,50541.52,3
2742,50508.16,3
2743,50477.1,3
2744,50446.22,3
2745,50413.07,3
2746,50369.18,3
2747,50335.49,3
2748,50303.88,3
2749,50272.01,3
2750,50234.22,5
2751,50189.75,5
2752,50146.7,5
2753,50102.41,5
2754,50052.77,6
2755,50000.53,6
2756,49946.87,6
2757,49894.3,6
2758,51844.88,6
2759,51797.48,6
2760,51749.81,6
2761,51696.13,6
2762,53652.14,6
2763,53607.67,6
2764,53559.68,6
2765,53512.3,6
2766,53465.84,6
2767,53417.3,6
2768,53364.51,6
2769,53309.14,6
2770,53253.92,6
2771,53196.09,6
2772,53138.06,6
2773,53084.87,6
2774,53032.24,6
2775,52975,6
2776,54907.29,6
2777,54832.28,5
2778,54787.22,5
2779,54743.13,5
2780,54700.54,5
2781,54656.11,5
2782,54613.37,5
2783,54569.21,5
2784,54526.68,5
2785,54482.21,5
2786,54438.33,5
2787,54396.5,5
2788,54351.77,5
2789,54308.51,5
2790,54265.8,5
2791,54214.56,5
2792,54169.56,5
2793,54127.12,5
2794,54082.57,5
2795,54039.21,5
2796,53994.67,5
